entity_id,date,crime_head,BriefFacts,split,crime_subhead,suggested_acts,suggested_sections
4828,2026-01-02,fraud,Incident of fraud reported at Indiranagar 100ft Rd. The reporting officer Officer Jeet Ahuja proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,test,Cheating and dishonestly inducing delivery of property,"Indian Penal Code, 1860",420
4829,2023-11-26,women_crime,Incident of women crime reported at Malleshwaram 15th Cross. The reporting officer Officer Farhan Chaudhari proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Assault or criminal force to woman with intent to outrage her modesty,"Indian Penal Code, 1860",354
4830,2025-05-01,burglary,Incident of burglary reported at Electronic City Phase 1. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,"Theft in dwelling house, etc.","Indian Penal Code, 1860",457;380
4831,2024-05-23,vehicle_theft,Incident of vehicle theft reported at Koramangala 5th Block. The reporting officer Officer Praneel Dube proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,General IPC Section,Indian Penal Code,Section 379 IPC
4832,2024-04-13,assault,Incident of assault reported at MG Road Metro Junction. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Voluntarily causing hurt by dangerous weapons or means,"Indian Penal Code, 1860",324
4833,2026-01-30,vehicle_theft,Incident of vehicle theft reported at HSR Layout Sector 2. The reporting officer Officer Teerth Chaudry proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,test,General IPC Section,Indian Penal Code,Section 379 IPC
4834,2024-11-18,cybercrime,Incident of cybercrime reported at Koramangala 5th Block. The reporting officer Officer Reyansh Talwar proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Punishment for cheating by personation by using computer resource,"Information Technology Act, 2000",66D
4835,2024-12-15,cybercrime,Incident of cybercrime reported at MG Road Metro Junction. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Punishment for cheating by personation by using computer resource,"Information Technology Act, 2000",66D
4836,2024-09-22,women_crime,Incident of women crime reported at Whitefield ITPL Area. The reporting officer Officer Praneel Dube proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Assault or criminal force to woman with intent to outrage her modesty,"Indian Penal Code, 1860",354
4837,2023-12-24,fraud,Incident of fraud reported at Malleshwaram 15th Cross. The reporting officer Officer Jeet Ahuja proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Cheating and dishonestly inducing delivery of property,"Indian Penal Code, 1860",420
4838,2023-07-24,robbery,Incident of robbery reported at Hebbal Flyover Junction. The reporting officer Officer Jeet Ahuja proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Punishment for robbery,"Indian Penal Code, 1860",392
4839,2025-02-10,vehicle_theft,Incident of vehicle theft reported at Indiranagar 100ft Rd. The reporting officer Officer Jeet Ahuja proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,General IPC Section,Indian Penal Code,Section 379 IPC
4840,2023-03-25,cybercrime,Incident of cybercrime reported at Hebbal Flyover Junction. The reporting officer Officer Jeet Ahuja proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Punishment for cheating by personation by using computer resource,"Information Technology Act, 2000",66D
4841,2024-07-27,vehicle_theft,Incident of vehicle theft reported at Yelahanka New Town. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,General IPC Section,Indian Penal Code,Section 379 IPC
4842,2025-12-25,fraud,Incident of fraud reported at Electronic City Phase 1. The reporting officer Officer Harish Pandey proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,Cheating and dishonestly inducing delivery of property,"Indian Penal Code, 1860",420
4843,2026-06-05,vehicle_theft,Incident of vehicle theft reported at MG Road Metro Junction. The reporting officer Officer Jeet Ahuja proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,test,General IPC Section,Indian Penal Code,Section 379 IPC
4844,2026-02-05,vehicle_theft,Incident of vehicle theft reported at Whitefield ITPL Area. The reporting officer Officer Jeet Ahuja proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,test,General IPC Section,Indian Penal Code,Section 379 IPC
4845,2025-12-21,assault,Incident of assault reported at Malleshwaram 15th Cross. The reporting officer Officer Teerth Chaudry proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,Voluntarily causing hurt by dangerous weapons or means,"Indian Penal Code, 1860",324
4846,2026-01-20,vehicle_theft,Incident of vehicle theft reported at Hebbal Flyover Junction. The reporting officer Officer Farhan Chaudhari proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,test,General IPC Section,Indian Penal Code,Section 379 IPC
4847,2025-05-15,robbery,Incident of robbery reported at Whitefield ITPL Area. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,Punishment for robbery,"Indian Penal Code, 1860",392
4848,2023-09-19,cybercrime,Incident of cybercrime reported at Indiranagar 100ft Rd. The reporting officer Officer Teerth Chaudry proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Punishment for cheating by personation by using computer resource,"Information Technology Act, 2000",66D
4849,2025-08-06,chain_snatching,Incident of chain snatching reported at Malleshwaram 15th Cross. The reporting officer Officer Farhan Chaudhari proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,Assault or criminal force in attempt to commit theft of property worn by a person,"Indian Penal Code, 1860",356;379
4850,2025-12-10,burglary,Incident of burglary reported at Whitefield ITPL Area. The reporting officer Officer Praneel Dube proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,"Theft in dwelling house, etc.","Indian Penal Code, 1860",457;380
4851,2024-02-08,drug_offense,Incident of drug offense reported at Malleshwaram 15th Cross. The reporting officer Officer Anay Vora proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Punishment for contravention in relation to cannabis plant and cannabis,"Narcotic Drugs and Psychotropic Substances Act, 1985",20
4852,2023-10-28,cybercrime,Incident of cybercrime reported at Hebbal Flyover Junction. The reporting officer Officer Advaith Raju proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Punishment for cheating by personation by using computer resource,"Information Technology Act, 2000",66D
4853,2025-10-17,cybercrime,Incident of cybercrime reported at Hebbal Flyover Junction. The reporting officer Officer Praneel Dube proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,Punishment for cheating by personation by using computer resource,"Information Technology Act, 2000",66D
4854,2026-02-24,robbery,Incident of robbery reported at Electronic City Phase 1. The reporting officer Officer Jeet Ahuja proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,test,Punishment for robbery,"Indian Penal Code, 1860",392
4855,2024-04-11,assault,Incident of assault reported at Indiranagar 100ft Rd. The reporting officer Officer Jeet Ahuja proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,train,Voluntarily causing hurt by dangerous weapons or means,"Indian Penal Code, 1860",324
4856,2025-06-22,assault,Incident of assault reported at Yelahanka New Town. The reporting officer Officer Jeet Ahuja proceeded to the spot for investigation. Complainant reported crime events by suspects. Witnesses statement recorded.,val,Voluntarily causing hurt by dangerous weapons or means,"Indian Penal Code, 1860",324
